Marca temporal,Nombre y Apellido del fallecido,Fecha de fallecimiento,DNI,Edad al fallecer,Sexo,Hora de fallecimiento,Causa de fallecimiento,Causa detallada (si es 'Otro'),Lugar de fallecimiento,Ubicación en el cementerio,Tipo de sepultura,Número de acta / registro,Nombre del responsable que registra,DNI del responsable que registra,Correo electrónico del responsable,Otros aportes o comentarios,Año de fallecimiento,Mes de fallecimiento,Rango edad,Día de la semana
2023-04-02 06:21:11.477017,Almudena Arteaga Hoyos,2023-04-02,33852384,24,Masculino,10:27,Accidente,,Hospital Central,"Sección 3, Fila 4, Parcela 48",Nicho,146184,Daniel del Lumbreras,39271604,jose-maria45@example.org,Familia solicita ceremonia sencilla.,2023,4,Joven,Sunday
2023-06-19 12:46:44.203855,Amada Larrañaga,2023-06-19,42541757,88,Femenino,0:38,Neumonía,,Clínica Privada,"Sección 4, Fila 19, Parcela 31",Cremación,217486,Demetrio Fernandez Bas,48253975,olmogabriel@example.net,Se adjunta certificado médico.,2023,6,Adulto mayor,Monday
2023-05-16 00:40:28.679210,Primitivo de Aguiló,2023-05-16,73597156,59,Otro,9:57,Covid-19,,Domicilio,"Sección 3, Fila 16, Parcela 27",Nicho,795072,Miguel Ángel Aragón Pacheco,16847235,salaelba@example.org,Se coordinó con la empresa funeraria local.,2023,5,Adulto,Tuesday
2023-02-28 10:00:14.352220,Daniel Mayol,2023-02-28,28317282,15,Femenino,9:12,Neumonía,,Clínica Privada,"Sección 10, Fila 3, Parcela 38",Mausoleo,928486,Oriana Carvajal Solsona,18819792,gomeznydia@example.com,Pendiente entrega de certificado de defunción original.,2023,2,Adolescente,Tuesday
2023-07-08 21:14:29.966375,Chuy Narváez Fajardo,2023-07-08,61925212,87,Masculino,17:31,Cáncer,,Clínica Privada,"Sección 3, Fila 17, Parcela 9",Nicho,154160,Constanza Oliveras Chaves,31428813,brunobaron@example.com,Pendiente entrega de certificado de defunción original.,2023,7,Adulto mayor,Saturday
2023-06-05 00:36:09.410341,Ezequiel Palau Castelló,2023-06-05,23043495,81,Masculino,16:22,Covid-19,,Vía Pública,"Sección 4, Fila 4, Parcela 28",Tumba tradicional,559154,Nereida Puig Rubio,46738637,trinidadcamino@example.com,Se adjunta certificado médico.,2023,6,Adulto mayor,Monday
2023-10-15 10:21:14.832953,Martirio Bueno Dueñas,2023-10-15,66220416,64,Masculino,7:55,Neumonía,,Hospital Central,"Sección 1, Fila 1, Parcela 31",Cremación,273233,Oriana Carvajal Solsona,48534957,vito39@example.org,Se notificó al registro civil.,2023,10,Adulto mayor,Sunday
2023-09-01 00:57:12.255359,Tomás Figueroa Menendez,2023-09-01,41955380,57,Otro,9:50,Covid-19,,Clínica Privada,"Sección 3, Fila 13, Parcela 7",Cremación,565090,Isabela Pellicer Corominas,11585938,rosenda10@example.com,Pendiente entrega de certificado de defunción original.,2023,9,Adulto,Friday
2023-03-12 20:34:25.718579,Jordi Montaña Calderón,2023-03-12,66827627,47,Femenino,2:34,Cáncer,,Vía Pública,"Sección 8, Fila 7, Parcela 4",Tumba tradicional,321069,Mario Vilaplana Haro,12008983,cayetanofajardo@example.net,Documento entregado en oficina central.,2023,3,Adulto,Sunday
2023-12-26 16:46:19.173991,Fernando del Múgica,2023-12-26,61828494,22,Femenino,0:55,Infarto,,Hospital Central,"Sección 7, Fila 10, Parcela 36",Nicho,629830,Nereida Puig Rubio,30736109,vallejoalbina@example.com,Se notificó al registro civil.,2023,12,Joven,Tuesday
2023-01-21 16:53:35.020640,Iván Nicolau Escribano,2023-01-21,86607402,7,Femenino,17:01,Infarto,,Vía Pública,"Sección 4, Fila 7, Parcela 5",Nicho,206978,Daniela de Prat,14452902,almudena42@example.org,Se adjunta certificado médico.,2023,1,Niño,Saturday
2023-03-13 18:15:55.383235,Magdalena Segarra,2023-03-13,25281230,60,Otro,4:10,Neumonía,,Vía Pública,"Sección 4, Fila 18, Parcela 48",Cremación,841249,Demetrio Fernandez Bas,28321614,qpalmer@example.org,La familia pidió sepultura junto a otros parientes.,2023,3,Adulto,Monday
2023-10-10 22:15:59.513485,Bruno Melchor Gómez Abellán,2023-10-10,71115406,67,Otro,10:10,Accidente,,Domicilio,"Sección 1, Fila 3, Parcela 21",Tumba tradicional,120952,Nereida Puig Rubio,23954577,martinaabril@example.com,Se adjunta certificado médico.,2023,10,Adulto mayor,Tuesday
2023-04-16 21:43:36.792868,Cayetano del Girón,2023-04-16,92638235,3,Femenino,14:50,Otro,Septicemia,Domicilio,"Sección 4, Fila 20, Parcela 33",Nicho,376204,Constanza Oliveras Chaves,20090686,angelino25@example.net,Familia solicita ceremonia sencilla.,2023,4,Niño,Sunday
2023-10-08 17:08:18.382115,Fito Roca Hoz,2023-10-08,64854276,78,Otro,16:01,Accidente,,Vía Pública,"Sección 3, Fila 5, Parcela 5",Tumba tradicional,827933,Jose Antonio Fuente-Pérez,36604081,vmercader@example.com,Pendiente entrega de certificado de defunción original.,2023,10,Adulto mayor,Sunday
2023-01-20 00:41:48.439046,Maxi de Vall,2023-01-20,12190288,53,Masculino,21:01,Otro,Septicemia,Hospital Central,"Sección 10, Fila 8, Parcela 20",Mausoleo,660015,Nereida Puig Rubio,21565879,wpascual@example.com,Se adjunta certificado médico.,2023,1,Adulto,Friday
2023-07-23 14:12:27.811520,Serafina Salmerón Cisneros,2023-07-23,68859812,63,Femenino,20:33,Covid-19,,Clínica Privada,"Sección 9, Fila 20, Parcela 47",Tumba tradicional,980985,Margarita Iglesia Baena,18909590,carmenarnal@example.org,Acta firmada por dos testigos.,2023,7,Adulto mayor,Sunday
2023-06-22 11:34:10.368140,Florencio Puerta Pereira,2023-06-22,73693786,90,Masculino,10:11,Infarto,,Clínica Privada,"Sección 6, Fila 12, Parcela 37",Mausoleo,703234,Jose Antonio Fuente-Pérez,34269722,montenegrogriselda@example.com,La familia pidió servicio religioso antes de la cremación.,2023,6,Adulto mayor,Thursday
2023-09-18 21:52:31.341251,Tito Pla Espada,2023-09-18,22203966,48,Otro,21:25,Cáncer,,Domicilio,"Sección 3, Fila 15, Parcela 46",Nicho,911742,Daniel del Lumbreras,13558430,bernardino94@example.com,Acta firmada por dos testigos.,2023,9,Adulto,Monday
2023-08-11 13:40:43.376564,Salud Criado,2023-08-11,20474953,48,Masculino,9:34,Cáncer,,Hospital Central,"Sección 6, Fila 16, Parcela 12",Tumba tradicional,568886,Lorena Calderon Recio,33481840,hidalgojosefina@example.org,La familia pidió servicio religioso antes de la cremación.,2023,8,Adulto,Friday
2023-08-07 04:00:00.138555,Estefanía Vilaplana,2023-08-07,18431953,49,Otro,10:41,Cáncer,,Domicilio,"Sección 4, Fila 16, Parcela 7",Tumba tradicional,914903,Margarita Iglesia Baena,44005120,agustin03@example.org,Acta firmada por dos testigos.,2023,8,Adulto,Monday
2023-04-24 14:28:20.301799,Miguela Calatayud,2023-04-24,68971105,65,Masculino,3:59,Infarto,,Hospital Central,"Sección 5, Fila 19, Parcela 1",Nicho,103688,Lorena Calderon Recio,32626265,clotilde64@example.net,Se adjunta certificado médico.,2023,4,Adulto mayor,Monday
2023-05-02 09:09:12.277363,Teodosio Olivares Montoya,2023-05-02,71906723,76,Femenino,21:24,Covid-19,,Hospital Central,"Sección 9, Fila 3, Parcela 19",Nicho,365385,Demetrio Fernandez Bas,39856592,adannoemi@example.com,Se adjunta certificado médico.,2023,5,Adulto mayor,Tuesday
2023-05-31 13:33:45.288517,Espiridión Mariano Marqués Conde,2023-05-31,13876436,7,Masculino,13:30,Infarto,,Hospital Central,"Sección 3, Fila 2, Parcela 21",Cremación,275795,Lorena Calderon Recio,15302251,jaime07@example.org,Familia solicita ceremonia sencilla.,2023,5,Niño,Wednesday
2023-03-01 19:00:54.367393,Mohamed Zabaleta-Roselló,2023-03-01,49990711,93,Otro,7:49,Accidente,,Clínica Privada,"Sección 6, Fila 17, Parcela 42",Nicho,544616,Mario Vilaplana Haro,39626647,valderramazoraida@example.net,Acta firmada por dos testigos.,2023,3,Adulto mayor,Wednesday
2023-11-20 03:59:23.490630,Delia Andrés Yáñez,2023-11-20,57219903,13,Masculino,9:00,Accidente,,Domicilio,"Sección 8, Fila 15, Parcela 17",Tumba tradicional,239224,Oriana Carvajal Solsona,27220794,fulgenciovalverde@example.net,Familia solicita ceremonia sencilla.,2023,11,Adolescente,Monday
2023-11-07 14:10:32.371590,Gonzalo Cuevas Lluch,2023-11-07,93806777,26,Otro,1:41,Accidente,,Hospital Central,"Sección 7, Fila 14, Parcela 20",Nicho,737801,Daniela de Prat,17025813,mayolcasemiro@example.org,Documento entregado en oficina central.,2023,11,Joven,Tuesday
2023-02-01 21:54:34.807213,Leandro Esparza Acedo,2023-02-01,46776737,22,Otro,15:42,Accidente,,Domicilio,"Sección 10, Fila 7, Parcela 49",Nicho,758359,Estrella de Ordóñez,14908607,canetsandalio@example.org,Familia solicita ceremonia sencilla.,2023,2,Joven,Wednesday
2023-08-31 09:27:29.529581,Eliana del Canales,2023-08-31,22128425,73,Masculino,1:40,Otro,Otro no especificado,Vía Pública,"Sección 1, Fila 10, Parcela 38",Cremación,877158,Demetrio Fernandez Bas,22858029,medinajoaquina@example.org,Acta firmada por dos testigos.,2023,8,Adulto mayor,Thursday
2023-12-04 15:44:16.394107,Dani Abellán Mir,2023-12-04,82565287,79,Otro,23:07,Cáncer,,Vía Pública,"Sección 1, Fila 19, Parcela 9",Cremación,728309,Miguel Ángel Aragón Pacheco,40439378,galfonso@example.net,Documento entregado en oficina central.,2023,12,Adulto mayor,Monday
2023-12-30 06:05:12.474817,Candelario Sandoval Montenegro,2023-12-30,42517520,86,Masculino,2:25,Accidente,,Clínica Privada,"Sección 5, Fila 5, Parcela 22",Cremación,738960,Lorena Calderon Recio,10651392,martinezmaximo@example.com,Pendiente entrega de certificado de defunción original.,2023,12,Adulto mayor,Saturday
2023-09-05 09:20:55.921603,Joel Berenguer-Elorza,2023-09-05,63591574,95,Masculino,8:37,Accidente,,Vía Pública,"Sección 5, Fila 19, Parcela 26",Nicho,426757,Demetrio Fernandez Bas,15979456,herminia84@example.org,Acta firmada por dos testigos.,2023,9,Adulto mayor,Tuesday
2023-08-25 09:36:59.971560,Jose Manuel Requena Redondo,2023-08-25,29572583,80,Femenino,6:02,Covid-19,,Vía Pública,"Sección 10, Fila 4, Parcela 47",Tumba tradicional,751406,Lorena Calderon Recio,45006226,freal@example.net,Se coordinó con la empresa funeraria local.,2023,8,Adulto mayor,Friday
2023-09-19 15:31:12.876184,Palmira Batalla Saura,2023-09-19,97566566,54,Femenino,22:42,Accidente,,Vía Pública,"Sección 2, Fila 15, Parcela 30",Nicho,390342,Jose Antonio Fuente-Pérez,44115787,fabraedu@example.org,Documento entregado en oficina central.,2023,9,Adulto,Tuesday
2023-09-28 16:30:43.845094,Samuel Mancebo Andrade,2023-09-28,79815733,48,Femenino,18:45,Infarto,,Vía Pública,"Sección 3, Fila 19, Parcela 46",Mausoleo,806719,Isabela Pellicer Corominas,11516827,rosariotorrents@example.com,Familia solicita ceremonia sencilla.,2023,9,Adulto,Thursday
2023-04-17 10:53:49.428794,Tecla Asenjo Hierro,2023-04-17,70371227,29,Femenino,14:39,Neumonía,,Hospital Central,"Sección 2, Fila 6, Parcela 46",Mausoleo,878338,Daniela de Prat,43074022,hectorvergara@example.org,La familia pidió sepultura junto a otros parientes.,2023,4,Joven,Monday
2023-06-10 15:17:05.278542,Sancho Valenzuela Palomares,2023-06-10,91163546,39,Otro,23:02,Infarto,,Hospital Central,"Sección 1, Fila 20, Parcela 12",Cremación,755094,Estrella de Ordóñez,15620138,dionisioferrer@example.net,Documento entregado en oficina central.,2023,6,Adulto,Saturday
2023-01-18 10:01:25.031531,Rico Rolando Vilanova Alcolea,2023-01-18,10146108,56,Masculino,2:07,Neumonía,,Domicilio,"Sección 10, Fila 16, Parcela 13",Nicho,602341,Isabela Pellicer Corominas,39937557,hilda12@example.org,Se notificó al registro civil.,2023,1,Adulto,Wednesday
2023-06-03 14:04:32.627425,Noelia del Garmendia,2023-06-03,73233972,6,Femenino,6:34,Neumonía,,Clínica Privada,"Sección 1, Fila 3, Parcela 17",Cremación,365448,Lorena Calderon Recio,19161436,moraledacirino@example.com,La familia pidió servicio religioso antes de la cremación.,2023,6,Niño,Saturday
2023-05-29 17:11:02.386221,Nacio Blázquez Alba,2023-05-29,35491893,1,Otro,14:12,Accidente,,Hospital Central,"Sección 7, Fila 12, Parcela 27",Tumba tradicional,438227,Herminio Bernad,26123200,dandrade@example.net,Documento entregado en oficina central.,2023,5,Niño,Monday
2023-02-17 00:19:56.692427,Salomón Íñigo Luque Cáceres,2023-02-17,42289171,36,Otro,23:07,Covid-19,,Hospital Central,"Sección 7, Fila 15, Parcela 25",Nicho,497953,Jose Antonio Fuente-Pérez,35032839,cabellojuan-antonio@example.org,La familia pidió servicio religioso antes de la cremación.,2023,2,Adulto,Friday
2023-08-16 02:01:55.944535,Lucía Antón Gil,2023-08-16,36488722,47,Masculino,9:23,Cáncer,,Clínica Privada,"Sección 7, Fila 2, Parcela 20",Cremación,681629,Margarita Iglesia Baena,34888404,larranagacharo@example.org,Familia solicita ceremonia sencilla.,2023,8,Adulto,Wednesday
2023-01-18 08:12:33.145958,Emilio Montserrat Alberto,2023-01-18,60780912,23,Femenino,18:01,Neumonía,,Hospital Central,"Sección 3, Fila 3, Parcela 33",Tumba tradicional,837426,Constanza Oliveras Chaves,22234215,manu45@example.org,Se adjunta certificado médico.,2023,1,Joven,Wednesday
2023-03-18 15:26:04.509063,Laura Gallo Andrade,2023-03-18,82358634,93,Otro,8:37,Cáncer,,Hospital Central,"Sección 8, Fila 14, Parcela 50",Cremación,701155,Herminio Bernad,14106724,toni67@example.org,La familia pidió servicio religioso antes de la cremación.,2023,3,Adulto mayor,Saturday
2023-03-23 22:01:25.756945,Antonia Azorin Santos,2023-03-23,69207049,93,Otro,13:35,Covid-19,,Domicilio,"Sección 2, Fila 1, Parcela 1",Tumba tradicional,989921,Estrella de Ordóñez,37823316,brunilda10@example.net,La familia pidió servicio religioso antes de la cremación.,2023,3,Adulto mayor,Thursday
2023-11-10 06:12:57.749721,Azahara Rojas Mesa,2023-11-10,67280845,27,Masculino,17:06,Accidente,,Domicilio,"Sección 6, Fila 13, Parcela 49",Cremación,701918,Ildefonso Mata-Español,45893650,rosariozamorano@example.org,Documento entregado en oficina central.,2023,11,Joven,Friday
2023-06-22 23:05:53.868276,Odalis Girón Bello,2023-06-22,99447470,65,Otro,11:56,Accidente,,Clínica Privada,"Sección 9, Fila 9, Parcela 9",Nicho,342822,Isabela Pellicer Corominas,40047122,arandapancho@example.org,Se coordinó con la empresa funeraria local.,2023,6,Adulto mayor,Thursday
2023-04-22 03:46:09.726552,Efraín Zabaleta Almeida,2023-04-22,49552761,32,Masculino,1:39,Infarto,,Vía Pública,"Sección 4, Fila 19, Parcela 31",Cremación,323636,Nereida Puig Rubio,30827485,lilianapaez@example.com,La familia pidió sepultura junto a otros parientes.,2023,4,Adulto,Saturday
2023-05-04 02:50:50.105073,Ildefonso Pereira Torrecilla,2023-05-04,70489049,81,Femenino,23:07,Covid-19,,Clínica Privada,"Sección 4, Fila 19, Parcela 34",Mausoleo,891401,Estrella de Ordóñez,40424111,guzmanliliana@example.net,Pendiente entrega de certificado de defunción original.,2023,5,Adulto mayor,Thursday
2023-01-06 23:58:10.846360,Eusebio Lumbreras Vilar,2023-01-06,73689780,5,Otro,0:05,Neumonía,,Vía Pública,"Sección 9, Fila 3, Parcela 20",Tumba tradicional,671841,Herminio Bernad,31349455,uarregui@example.com,Se coordinó con la empresa funeraria local.,2023,1,Niño,Friday
2023-06-01 22:16:39.953038,Roldán Chico-Castrillo,2023-06-01,99398042,30,Masculino,4:11,Accidente,,Domicilio,"Sección 4, Fila 10, Parcela 3",Tumba tradicional,222659,Lorena Calderon Recio,33949513,dafne83@example.net,Se notificó al registro civil.,2023,6,Joven,Thursday
2023-07-04 01:42:24.827517,Ceferino Lillo Urrutia,2023-07-04,55365929,18,Otro,18:24,Neumonía,,Vía Pública,"Sección 8, Fila 15, Parcela 41",Nicho,342286,Jose Antonio Fuente-Pérez,43967113,alondra05@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2023,7,Joven,Tuesday
2023-08-05 07:48:57.330542,Jose Manuel Fernandez Ocaña,2023-08-05,19188178,49,Otro,17:02,Infarto,,Vía Pública,"Sección 9, Fila 3, Parcela 14",Tumba tradicional,133007,Jose Antonio Fuente-Pérez,40304411,baselisa@example.com,Se adjunta certificado médico.,2023,8,Adulto,Saturday
2023-07-01 23:14:07.593221,Amador Pujadas Barriga,2023-07-01,33063502,51,Masculino,3:08,Accidente,,Vía Pública,"Sección 6, Fila 20, Parcela 40",Mausoleo,806991,Ildefonso Mata-Español,49829766,quirogaespiridion@example.com,Pendiente entrega de certificado de defunción original.,2023,7,Adulto,Saturday
2023-10-17 06:40:38.288224,Herminio Ojeda Arribas,2023-10-17,13899980,76,Masculino,23:01,Accidente,,Vía Pública,"Sección 6, Fila 5, Parcela 38",Cremación,990892,Estrella de Ordóñez,47015381,eduardo57@example.net,La familia pidió servicio religioso antes de la cremación.,2023,10,Adulto mayor,Tuesday
2023-03-16 17:22:59.863550,Candelaria Hoz Muñoz,2023-03-16,18479576,6,Otro,17:48,Accidente,,Domicilio,"Sección 8, Fila 10, Parcela 30",Cremación,244709,Estrella de Ordóñez,40637549,valeriocozar@example.net,La familia pidió sepultura junto a otros parientes.,2023,3,Niño,Thursday
2023-02-08 22:18:29.447716,Gloria Boix Ayuso,2023-02-08,31484002,63,Otro,7:26,Accidente,,Hospital Central,"Sección 4, Fila 12, Parcela 2",Mausoleo,765609,Daniel del Lumbreras,14172551,lhervia@example.org,Acta firmada por dos testigos.,2023,2,Adulto mayor,Wednesday
2023-08-24 10:05:15.114518,Eleuterio Cabanillas Alberola,2023-08-24,80195198,25,Masculino,11:57,Covid-19,,Clínica Privada,"Sección 1, Fila 2, Parcela 18",Mausoleo,982340,Daniela de Prat,42506794,palcala@example.com,Se coordinó con la empresa funeraria local.,2023,8,Joven,Thursday
2023-12-09 19:29:41.398977,Leonor Estrada Palomar,2023-12-09,15400534,90,Femenino,19:09,Covid-19,,Domicilio,"Sección 7, Fila 9, Parcela 50",Nicho,571101,Lorena Calderon Recio,17269175,felixpadilla@example.com,Pendiente entrega de certificado de defunción original.,2023,12,Adulto mayor,Saturday
2023-01-30 04:18:09.771444,Anselmo Mosquera Piquer,2023-01-30,51448472,60,Femenino,7:34,Otro,Insuficiencia renal,Domicilio,"Sección 4, Fila 7, Parcela 25",Nicho,895560,Daniela de Prat,21779919,bautistamacaria@example.org,Acta firmada por dos testigos.,2023,1,Adulto,Monday
2023-03-22 12:34:28.172153,Heraclio Natanael Muñoz Vazquez,2023-03-22,72839070,42,Otro,21:57,Neumonía,,Vía Pública,"Sección 10, Fila 20, Parcela 25",Nicho,894057,Herminio Bernad,30842171,alcantaramarta@example.org,Se notificó al registro civil.,2023,3,Adulto,Wednesday
2023-03-20 10:06:23.544626,Felix Moles Miguel,2023-03-20,38039617,42,Femenino,2:05,Accidente,,Vía Pública,"Sección 7, Fila 18, Parcela 22",Tumba tradicional,739880,Mario Vilaplana Haro,32919563,geraldo31@example.org,Familia solicita ceremonia sencilla.,2023,3,Adulto,Monday
2023-02-05 06:47:55.441648,Artemio Chaves Pelayo,2023-02-05,92603889,46,Femenino,4:50,Otro,Septicemia,Clínica Privada,"Sección 3, Fila 13, Parcela 7",Nicho,945087,Margarita Iglesia Baena,23927848,yagosaez@example.com,Se notificó al registro civil.,2023,2,Adulto,Sunday
2023-01-02 11:38:40.262956,Emperatriz Palmer Llano,2023-01-02,99367813,52,Femenino,14:07,Otro,Complicaciones posoperatorias,Hospital Central,"Sección 1, Fila 10, Parcela 9",Nicho,730475,Herminio Bernad,20330225,palamo@example.com,Pendiente entrega de certificado de defunción original.,2023,1,Adulto,Monday
2023-07-10 22:23:40.361600,Ezequiel del Barbero,2023-07-10,24858522,22,Femenino,13:30,Cáncer,,Domicilio,"Sección 4, Fila 12, Parcela 24",Cremación,223908,Oriana Carvajal Solsona,22575615,jacintasantamaria@example.net,La familia pidió servicio religioso antes de la cremación.,2023,7,Joven,Monday
2023-01-15 12:26:57.545070,Atilio Moreno Franco Alcázar,2023-01-15,40651248,95,Femenino,0:45,Cáncer,,Hospital Central,"Sección 9, Fila 1, Parcela 8",Tumba tradicional,277772,Demetrio Fernandez Bas,48950991,marmolina@example.com,Pendiente entrega de certificado de defunción original.,2023,1,Adulto mayor,Sunday
2023-08-03 13:17:50.912565,Hilario Granados Blanca,2023-08-03,18655692,21,Masculino,6:06,Infarto,,Clínica Privada,"Sección 1, Fila 1, Parcela 46",Nicho,154110,Estrella de Ordóñez,36443624,victorinofrutos@example.com,Familia solicita ceremonia sencilla.,2023,8,Joven,Thursday
2023-11-26 14:13:15.495067,Macarena Anglada Briones,2023-11-26,27945657,98,Otro,17:18,Accidente,,Hospital Central,"Sección 1, Fila 1, Parcela 22",Tumba tradicional,620880,Daniela de Prat,23186665,pascual97@example.org,La familia pidió sepultura junto a otros parientes.,2023,11,Adulto mayor,Sunday
2023-01-30 22:58:30.265163,Agapito Páez,2023-01-30,36376753,50,Otro,7:05,Otro,Septicemia,Hospital Central,"Sección 8, Fila 1, Parcela 1",Cremación,455019,Miguel Ángel Aragón Pacheco,20425387,sanchomarc@example.net,Se coordinó con la empresa funeraria local.,2023,1,Adulto,Monday
2023-09-24 08:49:19.528476,Álvaro Salmerón Hurtado,2023-09-24,65456170,78,Masculino,17:55,Infarto,,Domicilio,"Sección 1, Fila 10, Parcela 8",Cremación,440779,Miguel Ángel Aragón Pacheco,22646636,alarconeligia@example.org,Familia solicita ceremonia sencilla.,2023,9,Adulto mayor,Sunday
2023-01-23 09:37:09.341253,Abril Tejera Soto,2023-01-23,85418001,85,Otro,16:53,Covid-19,,Vía Pública,"Sección 6, Fila 15, Parcela 42",Cremación,183993,Lorena Calderon Recio,21189049,jpalacio@example.com,Acta firmada por dos testigos.,2023,1,Adulto mayor,Monday
2023-10-03 16:55:41.906666,Olimpia Salvà Báez,2023-10-03,27097912,76,Masculino,20:17,Infarto,,Domicilio,"Sección 7, Fila 17, Parcela 10",Cremación,254531,Mario Vilaplana Haro,33115557,amando11@example.org,Se coordinó con la empresa funeraria local.,2023,10,Adulto mayor,Tuesday
2023-01-10 21:14:02.714855,Narcisa del Mayol,2023-01-10,98103915,7,Masculino,23:13,Covid-19,,Hospital Central,"Sección 4, Fila 18, Parcela 45",Tumba tradicional,499709,Estrella de Ordóñez,17866765,varapatricio@example.net,La familia pidió servicio religioso antes de la cremación.,2023,1,Niño,Tuesday
2023-02-15 04:39:14.878261,María Del Carmen Roca Benavent,2023-02-15,22075217,60,Femenino,8:50,Infarto,,Vía Pública,"Sección 6, Fila 5, Parcela 8",Nicho,684084,Demetrio Fernandez Bas,49295831,xiomara18@example.com,Se adjunta certificado médico.,2023,2,Adulto,Wednesday
2023-04-09 11:58:56.377914,Cruz Franco Salom,2023-04-09,87702471,8,Masculino,9:18,Infarto,,Domicilio,"Sección 1, Fila 2, Parcela 7",Tumba tradicional,939053,Oriana Carvajal Solsona,47538879,nazaretdaza@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2023,4,Niño,Sunday
2023-09-17 09:41:44.017672,Custodio del Solera,2023-09-17,15720479,91,Otro,12:43,Accidente,,Hospital Central,"Sección 10, Fila 2, Parcela 50",Mausoleo,855545,Jose Antonio Fuente-Pérez,33603698,santanapili@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2023,9,Adulto mayor,Sunday
2023-04-26 08:30:01.257310,Goyo Vilanova Nevado,2023-04-26,66777063,33,Femenino,19:23,Infarto,,Hospital Central,"Sección 10, Fila 9, Parcela 18",Tumba tradicional,247580,Constanza Oliveras Chaves,41613017,pedrazateresa@example.net,Se adjunta certificado médico.,2023,4,Adulto,Wednesday
2023-10-12 11:57:22.336342,Desiderio Serna Valero,2023-10-12,54303923,6,Otro,13:37,Covid-19,,Domicilio,"Sección 4, Fila 16, Parcela 23",Nicho,163894,Miguel Ángel Aragón Pacheco,43192547,asensioencarna@example.com,Acta firmada por dos testigos.,2023,10,Niño,Thursday
2023-04-02 10:40:48.058905,Poncio del Pozuelo,2023-04-02,83695765,10,Otro,7:58,Neumonía,,Vía Pública,"Sección 3, Fila 15, Parcela 18",Mausoleo,646558,Oriana Carvajal Solsona,41371888,medinaalvaro@example.net,Pendiente entrega de certificado de defunción original.,2023,4,Niño,Sunday
2023-01-27 20:10:11.153844,Herminio Herranz Castro,2023-01-27,83606737,44,Femenino,21:50,Cáncer,,Vía Pública,"Sección 2, Fila 2, Parcela 12",Tumba tradicional,130131,Daniel del Lumbreras,27952174,hprado@example.org,Acta firmada por dos testigos.,2023,1,Adulto,Friday
2023-08-28 08:30:12.599701,María Ángeles Chico,2023-08-28,98257970,58,Masculino,16:41,Neumonía,,Clínica Privada,"Sección 8, Fila 2, Parcela 44",Tumba tradicional,950534,Ildefonso Mata-Español,42805374,sosaodalis@example.com,Se notificó al registro civil.,2023,8,Adulto,Monday
2023-03-21 07:52:44.137354,Ezequiel Ferrández,2023-03-21,42097709,94,Otro,18:12,Otro,Otro no especificado,Hospital Central,"Sección 5, Fila 18, Parcela 16",Mausoleo,331373,Daniela de Prat,11401988,baltasar72@example.com,Se notificó al registro civil.,2023,3,Adulto mayor,Tuesday
2023-09-26 14:12:58.709347,Jose Miguel Diéguez Gilabert,2023-09-26,14613792,63,Femenino,3:51,Covid-19,,Hospital Central,"Sección 8, Fila 12, Parcela 23",Tumba tradicional,336376,Constanza Oliveras Chaves,38137841,nadiapedrosa@example.com,Acta firmada por dos testigos.,2023,9,Adulto mayor,Tuesday
2023-07-14 19:51:50.880708,Cruz Catalán Espinosa,2023-07-14,77651942,89,Otro,15:51,Otro,Complicaciones posoperatorias,Hospital Central,"Sección 9, Fila 8, Parcela 34",Cremación,801269,Miguel Ángel Aragón Pacheco,33775652,bmerino@example.net,La familia pidió servicio religioso antes de la cremación.,2023,7,Adulto mayor,Friday
2023-12-11 19:54:08.976349,María Belén Ferrero Linares,2023-12-11,61083150,44,Masculino,5:02,Accidente,,Domicilio,"Sección 9, Fila 17, Parcela 26",Tumba tradicional,819902,Estrella de Ordóñez,41598890,mendozabartolome@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2023,12,Adulto,Monday
2023-11-27 11:02:43.424484,Casemiro Torrijos Zamorano,2023-11-27,85686966,32,Masculino,20:24,Otro,Otro no especificado,Vía Pública,"Sección 3, Fila 20, Parcela 49",Nicho,379869,Oriana Carvajal Solsona,42257051,aristidesmorcillo@example.com,Se notificó al registro civil.,2023,11,Adulto,Monday
2023-07-18 15:48:50.387429,Amalia Castrillo Sáenz,2023-07-18,40634876,0,Otro,3:12,Infarto,,Hospital Central,"Sección 9, Fila 16, Parcela 24",Tumba tradicional,694795,Miguel Ángel Aragón Pacheco,21395379,nacosta@example.com,Familia solicita ceremonia sencilla.,2023,7,,Tuesday
2023-11-06 22:25:17.180582,Juan Pablo Serrano Moraleda,2023-11-06,99410792,49,Masculino,9:40,Infarto,,Domicilio,"Sección 4, Fila 19, Parcela 47",Tumba tradicional,184704,Oriana Carvajal Solsona,38535709,trinidadsaavedra@example.net,Documento entregado en oficina central.,2023,11,Adulto,Monday
2023-03-19 12:11:38.899363,Reyna Giménez Barroso,2023-03-19,15286586,74,Otro,11:57,Infarto,,Vía Pública,"Sección 8, Fila 4, Parcela 17",Tumba tradicional,691740,Jose Antonio Fuente-Pérez,12137680,sanchotudela@example.net,Se coordinó con la empresa funeraria local.,2023,3,Adulto mayor,Sunday
